GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau2003,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau2004,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau2005,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau2006,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1981,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1982,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1983,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1984,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1985,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1990,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1991,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1992,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1993,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1998,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis1999,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis2000,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis2001,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis2006,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis2007,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,AMR,Americas,,KNA,Saint Kitts and Nevis,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Saint Kitts and Nevis2008,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,FMLE,Female,,124.3 [114.7-133.8],124.3,114.7,133.8,Suriname2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1980,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1985,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1986,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1987,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1988,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1993,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1994,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1995,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino1996,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino2002,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino2003,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino2004,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,EUR,Europe,,SMR,San Marino,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,San Marino2005,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1980,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1981,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1982,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1983,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1988,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1989,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1990,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1991,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1997,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1998,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu1999,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu2000,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu2005,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu2006,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu2007,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,TUV,Tuvalu,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Tuvalu2008,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EUR,Europe,,LTU,Lithuania,,AGE25-PLUS,25+,,FMLE,Female,,134.0 [127.5-140.4],134,127.5,140.4,Lithuania2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,LTU,Lithuania,,AGE25-PLUS,25+,,FMLE,Female,,134.0 [127.4-140.4],134,127.4,140.4,Lithuania2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,LTU,Lithuania,,AGE25-PLUS,25+,,FMLE,Female,,134.0 [127.4-140.5],134,127.4,140.5,Lithuania2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,LTU,Lithuania,,AGE25-PLUS,25+,,FMLE,Female,,134.0 [127.3-140.5],134,127.3,140.5,Lithuania2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,132.3 [123.8-140.9],132.3,123.8,140.9,Swaziland2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,EUR,Europe,,LUX,Luxembourg,,AGE25-PLUS,25+,,FMLE,Female,,136.0 [125.6-146.4],136,125.6,146.4,Luxembourg1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,EUR,Europe,,LUX,Luxembourg,,AGE25-PLUS,25+,,FMLE,Female,,135.4 [125.6-145.2],135.4,125.6,145.2,Luxembourg1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,EUR,Europe,,LUX,Luxembourg,,AGE25-PLUS,25+,,FMLE,Female,,134.9 [125.5-144.1],134.9,125.5,144.1,Luxembourg1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,LUX,Luxembourg,,AGE25-PLUS,25+,,FMLE,Female,,132.2 [124.1-140.4],132.2,124.1,140.4,Luxembourg1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,LUX,Luxembourg,,AGE25-PLUS,25+,,FMLE,Female,,131.9 [123.8-140.2],131.9,123.8,140.2,Luxembourg1988,
