Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Barbados,BRB,14.6,..,..,..,..,..,..,..,..,..,16.2,..,15.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Belarus,BLR,9.6,..,..,..,..,..,..,..,..,..,4,..,3.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Belgium,BEL,4.2,..,..,..,..,..,..,..,..,..,3.1,..,3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Belize,BLZ,18.7,..,..,..,..,..,..,..,..,..,14.6,..,14
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Benin,BEN,84.6,..,..,..,..,..,..,..,..,..,57.6,..,53.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bhutan,BTN,54.6,..,..,..,..,..,..,..,..,..,34.3,..,32
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bolivia,BOL,52.4,..,..,..,..,..,..,..,..,..,31.6,..,29.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bosnia and Herzegovina,BIH,7.8,..,..,..,..,..,..,..,..,..,5.8,..,5.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Botswana,BWA,49.4,..,..,..,..,..,..,..,..,..,39.2,..,36.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Brazil,BRA,25.4,..,..,..,..,..,..,..,..,..,12.7,..,11.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Brunei Darussalam,BRN,6.9,..,..,..,..,..,..,..,..,..,6.2,..,6.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bulgaria,BGR,15.8,..,..,..,..,..,..,..,..,..,10,..,9.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Burkina Faso,BFA,89.1,..,..,..,..,..,..,..,..,..,64.2,..,60.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Burundi,BDI,82.2,..,..,..,..,..,..,..,..,..,63.4,..,59.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cambodia,KHM,73.3,..,..,..,..,..,..,..,..,..,32.7,..,29.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cameroon,CMR,83.8,..,..,..,..,..,..,..,..,..,58.7,..,55.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Canada,CAN,4.8,..,..,..,..,..,..,..,..,..,4.5,..,4.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cabo Verde,CPV,27.3,..,..,..,..,..,..,..,..,..,17.7,..,16.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Central African Republic,CAF,100.1,..,..,..,..,..,..,..,..,..,87.6,..,83.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Chad,TCD,96.8,..,..,..,..,..,..,..,..,..,85.3,..,81.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Chile,CHL,8.3,..,..,..,..,..,..,..,..,..,7.1,..,7.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,China,CHN,28.3,..,..,..,..,..,..,..,..,..,12.7,..,11.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Colombia,COL,18.5,..,..,..,..,..,..,..,..,..,14,..,13.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Comoros,COM,65.3,..,..,..,..,..,..,..,..,..,55.4,..,52.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Congo, Dem. Rep.",ZAR,104,..,..,..,..,..,..,..,..,..,96.2,..,91.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Congo, Rep.",COG,68.4,..,..,..,..,..,..,..,..,..,59.7,..,56.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Costa Rica,CRI,10,..,..,..,..,..,..,..,..,..,8,..,7.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cote d'Ivoire,CIV,89.9,..,..,..,..,..,..,..,..,..,72.2,..,68.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Croatia,HRV,6.4,..,..,..,..,..,..,..,..,..,4.1,..,3.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cuba,CUB,5.7,..,..,..,..,..,..,..,..,..,4.1,..,3.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Cyprus,CYP,5.1,..,..,..,..,..,..,..,..,..,2.6,..,2.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Czech Republic,CZE,4.9,..,..,..,..,..,..,..,..,..,3,..,2.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Denmark,DNK,4.1,..,..,..,..,..,..,..,..,..,3,..,2.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Djibouti,DJI,78.8,..,..,..,..,..,..,..,..,..,63.9,..,60.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Dominica,DMA,12.5,..,..,..,..,..,..,..,..,..,10.9,..,10.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Dominican Republic,DOM,29.2,..,..,..,..,..,..,..,..,..,21.6,..,20.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Ecuador,ECU,24.4,..,..,..,..,..,..,..,..,..,18.2,..,17.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Egypt, Arab Rep.",EGY,34.4,..,..,..,..,..,..,..,..,..,18.7,..,17
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,El Salvador,SLV,23.3,..,..,..,..,..,..,..,..,..,13,..,12
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Equatorial Guinea,GNQ,91.2,..,..,..,..,..,..,..,..,..,69.9,..,65.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Eritrea,ERI,52.1,..,..,..,..,..,..,..,..,..,34.9,..,32.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Estonia,EST,7.8,..,..,..,..,..,..,..,..,..,3.1,..,2.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Ethiopia,ETH,79.7,..,..,..,..,..,..,..,..,..,44.7,..,40.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Fiji,FJI,18.1,..,..,..,..,..,..,..,..,..,16.9,..,16.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Finland,FIN,3.2,..,..,..,..,..,..,..,..,..,2.3,..,2.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,France,FRA,3.9,..,..,..,..,..,..,..,..,..,3.1,..,3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Gabon,GAB,49.7,..,..,..,..,..,..,..,..,..,40.1,..,37.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Gambia, The",GMB,56.6,..,..,..,..,..,..,..,..,..,45.7,..,44.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Georgia,GEO,25.8,..,..,..,..,..,..,..,..,..,16.5,..,15.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Germany,DEU,3.9,..,..,..,..,..,..,..,..,..,3.1,..,3.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Ghana,GHA,59.9,..,..,..,..,..,..,..,..,..,45.8,..,43.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Greece,GRC,6.3,..,..,..,..,..,..,..,..,..,3.7,..,3.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Grenada,GRD,12.3,..,..,..,..,..,..,..,..,..,10.9,..,10.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Guatemala,GTM,35.8,..,..,..,..,..,..,..,..,..,25.1,..,23.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Guinea,GIN,95.7,..,..,..,..,..,..,..,..,..,63.9,..,59.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Guinea-Bissau,GNB,94.6,..,..,..,..,..,..,..,..,..,76.2,..,72.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Guyana,GUY,32,..,..,..,..,..,..,..,..,..,26.3,..,24.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Haiti,HTI,68.1,..,..,..,..,..,..,..,..,..,66.1,..,50.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Honduras,HND,27.2,..,..,..,..,..,..,..,..,..,18.3,..,17
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Hungary,HUN,8.8,..,..,..,..,..,..,..,..,..,5.1,..,4.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Iceland,ISL,2.8,..,..,..,..,..,..,..,..,..,1.7,..,1.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,India,IND,66.8,..,..,..,..,..,..,..,..,..,47.9,..,44.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Indonesia,IDN,36.5,..,..,..,..,..,..,..,..,..,24.2,..,22.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Iran, Islamic Rep.",IRN,27,..,..,..,..,..,..,..,..,..,15.5,..,14.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Iraq,IRQ,32.5,..,..,..,..,..,..,..,..,..,26.7,..,25.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Ireland,IRL,5.4,..,..,..,..,..,..,..,..,..,3.2,..,3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Israel,ISR,5.2,..,..,..,..,..,..,..,..,..,3.3,..,3.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Italy,ITA,4.3,..,..,..,..,..,..,..,..,..,3.1,..,2.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Jamaica,JAM,17.2,..,..,..,..,..,..,..,..,..,13.3,..,12.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Japan,JPN,3,..,..,..,..,..,..,..,..,..,2.2,..,2.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Jordan,JOR,21.9,..,..,..,..,..,..,..,..,..,16.3,..,15.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kazakhstan,KAZ,32.3,..,..,..,..,..,..,..,..,..,16.4,..,14
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kenya,KEN,63,..,..,..,..,..,..,..,..,..,47.2,..,44.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kiribati,KIR,48.5,..,..,..,..,..,..,..,..,..,43.4,..,41.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Korea, Dem. Rep.",PRK,40,..,..,..,..,..,..,..,..,..,21.9,..,20.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Korea, Rep.",KOR,5,..,..,..,..,..,..,..,..,..,3.3,..,3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kuwait,KWT,10.2,..,..,..,..,..,..,..,..,..,8.9,..,8.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Kyrgyz Republic,KGZ,37.6,..,..,..,..,..,..,..,..,..,23.5,..,20.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Lao PDR,LAO,77.6,..,..,..,..,..,..,..,..,..,52.9,..,48.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Latvia,LVA,13,..,..,..,..,..,..,..,..,..,7.5,..,6.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Lebanon,LBN,16.3,..,..,..,..,..,..,..,..,..,8.3,..,7.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Lesotho,LSO,72.6,..,..,..,..,..,..,..,..,..,69.7,..,67.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Liberia,LBR,110.9,..,..,..,..,..,..,..,..,..,55.4,..,50.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Libya,LBY,21.6,..,..,..,..,..,..,..,..,..,12.7,..,11.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Lithuania,LTU,8.6,..,..,..,..,..,..,..,..,..,5,..,4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Luxembourg,LUX,3.5,..,..,..,..,..,..,..,..,..,1.8,..,1.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Macedonia, FYR",MKD,13.1,..,..,..,..,..,..,..,..,..,8,..,6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Madagascar,MDG,64.2,..,..,..,..,..,..,..,..,..,39.7,..,37.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Malawi,MWI,96.1,..,..,..,..,..,..,..,..,..,48.1,..,41.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Malaysia,MYS,7.8,..,..,..,..,..,..,..,..,..,6.5,..,6.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Maldives,MDV,32.2,..,..,..,..,..,..,..,..,..,10,..,8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mali,MLI,107.8,..,..,..,..,..,..,..,..,..,76.6,..,73.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Malta,MLT,6,..,..,..,..,..,..,..,..,..,5.4,..,5.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Marshall Islands,MHL,29.2,..,..,..,..,..,..,..,..,..,27.3,..,26.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mauritania,MRT,65.8,..,..,..,..,..,..,..,..,..,58.7,..,57.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mauritius,MUS,14,..,..,..,..,..,..,..,..,..,11.3,..,11.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mexico,MEX,19.2,..,..,..,..,..,..,..,..,..,13.2,..,12.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Micronesia, Fed. Sts.",FSM,37.7,..,..,..,..,..,..,..,..,..,29.4,..,27.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Moldova,MDA,22.2,..,..,..,..,..,..,..,..,..,14.2,..,13.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Monaco,MCO,3.9,..,..,..,..,..,..,..,..,..,3,..,2.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mongolia,MNG,39,..,..,..,..,..,..,..,..,..,19.9,..,18.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Montenegro,MNE,11.6,..,..,..,..,..,..,..,..,..,6,..,5.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Morocco,MAR,37.9,..,..,..,..,..,..,..,..,..,25.4,..,23.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Mozambique,MOZ,106.5,..,..,..,..,..,..,..,..,..,66.5,..,58.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Myanmar,MMR,52,..,..,..,..,..,..,..,..,..,38.6,..,36.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Namibia,NAM,43.2,..,..,..,..,..,..,..,..,..,27.6,..,25
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Nepal,NPL,56.6,..,..,..,..,..,..,..,..,..,33.4,..,30.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Netherlands,NLD,4.5,..,..,..,..,..,..,..,..,..,3.3,..,3.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,New Zealand,NZL,5.4,..,..,..,..,..,..,..,..,..,4.4,..,4.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Nicaragua,NIC,28.9,..,..,..,..,..,..,..,..,..,19.4,..,18.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Niger,NER,94.9,..,..,..,..,..,..,..,..,..,62.2,..,58.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Nigeria,NGA,104.1,..,..,..,..,..,..,..,..,..,75.6,..,71.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Norway,NOR,3.5,..,..,..,..,..,..,..,..,..,2.2,..,2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Oman,OMN,13.1,..,..,..,..,..,..,..,..,..,9.2,..,8.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Pakistan,PAK,82.2,..,..,..,..,..,..,..,..,..,67,..,64.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Palau,PLW,19.6,..,..,..,..,..,..,..,..,..,13.8,..,13
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Panama,PAN,19.3,..,..,..,..,..,..,..,..,..,14.9,..,14
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Papua New Guinea,PNG,53,..,..,..,..,..,..,..,..,..,45.8,..,43.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Paraguay,PRY,24.3,..,..,..,..,..,..,..,..,..,17.8,..,16.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Peru,PER,27.3,..,..,..,..,..,..,..,..,..,13.9,..,12.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Philippines,PHL,26.3,..,..,..,..,..,..,..,..,..,21.4,..,20.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Poland,POL,7.3,..,..,..,..,..,..,..,..,..,4.6,..,3.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Portugal,PRT,5.1,..,..,..,..,..,..,..,..,..,2.8,..,2.7
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Qatar,QAT,9.8,..,..,..,..,..,..,..,..,..,6.4,..,5.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Romania,ROM,20.3,..,..,..,..,..,..,..,..,..,10.4,..,9.5
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Russian Federation,RUS,16.9,..,..,..,..,..,..,..,..,..,8.8,..,7.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Rwanda,RWA,101.6,..,..,..,..,..,..,..,..,..,39.9,..,35.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Samoa,WSM,16.5,..,..,..,..,..,..,..,..,..,14,..,13.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,San Marino,SMR,4.5,..,..,..,..,..,..,..,..,..,2.8,..,2.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Sao Tome and Principe,STP,51.4,..,..,..,..,..,..,..,..,..,35.8,..,33.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Saudi Arabia,SAU,17,..,..,..,..,..,..,..,..,..,7.8,..,6.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Senegal,SEN,63.4,..,..,..,..,..,..,..,..,..,42.4,..,40.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Serbia,SRB,9.6,..,..,..,..,..,..,..,..,..,5.8,..,5.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Seychelles,SYC,10.9,..,..,..,..,..,..,..,..,..,10.7,..,10.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Sierra Leone,SLE,132,..,..,..,..,..,..,..,..,..,113.2,..,108.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Singapore,SGP,2.8,..,..,..,..,..,..,..,..,..,2,..,2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Slovak Republic,SVK,9,..,..,..,..,..,..,..,..,..,6.1,..,5.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Slovenia,SVN,4.1,..,..,..,..,..,..,..,..,..,2.5,..,2.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Solomon Islands,SLB,25.4,..,..,..,..,..,..,..,..,..,24.1,..,22.9
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Somalia,SOM,96.2,..,..,..,..,..,..,..,..,..,88.7,..,84.2
