"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"HT","Haiti",1994,"1994-95 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HT","Haiti",1994,"1994-95 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HT","Haiti",1994,"1994-95 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HT","Haiti",1994,"1994-95 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HT","Haiti",1994,"1994-95 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.5
"HN","Honduras",1996,"1996 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HN","Honduras",1996,"1996 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HN","Honduras",1996,"1996 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HN","Honduras",1996,"1996 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HN","Honduras",2001,"2001 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HN","Honduras",2001,"2001 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HN","Honduras",2001,"2001 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HN","Honduras",2001,"2001 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HN","Honduras",2011,"2011-12 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.9
"HN","Honduras",2011,"2011-12 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.5
"HN","Honduras",2011,"2011-12 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HN","Honduras",2011,"2011-12 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HN","Honduras",2011,"2011-12 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HN","Honduras",2011,"2011-12 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HN","Honduras",2011,"2011-12 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19
"HN","Honduras",2005,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.7
"HN","Honduras",2005,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.3
"HN","Honduras",2005,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HN","Honduras",2005,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HN","Honduras",2005,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HN","Honduras",2005,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HN","Honduras",2005,"2005-06 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.2
"MX","Mexico",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MX","Mexico",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MX","Mexico",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MX","Mexico",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MX","Mexico",1987,"1987 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,8.1
"NC","Nicaragua",2006,"2006-07 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NC","Nicaragua",2006,"2006-07 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NC","Nicaragua",2006,"2006-07 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NC","Nicaragua",2006,"2006-07 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NC","Nicaragua",2001,"2001 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.1
"NC","Nicaragua",2001,"2001 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.5
"NC","Nicaragua",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NC","Nicaragua",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NC","Nicaragua",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NC","Nicaragua",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NC","Nicaragua",2001,"2001 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17
"NC","Nicaragua",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93
"NC","Nicaragua",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92.4
"NC","Nicaragua",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NC","Nicaragua",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NC","Nicaragua",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NC","Nicaragua",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NC","Nicaragua",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.2
"PY","Paraguay",1995,"1995-96 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PY","Paraguay",1995,"1995-96 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PY","Paraguay",1995,"1995-96 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PY","Paraguay",1995,"1995-96 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PY","Paraguay",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PY","Paraguay",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PY","Paraguay",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PY","Paraguay",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PY","Paraguay",2004,"2004 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.7
"PY","Paraguay",2004,"2004 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95
"PY","Paraguay",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PY","Paraguay",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PY","Paraguay",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PY","Paraguay",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PY","Paraguay",2004,"2004 RHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,11.9
"PY","Paraguay",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.2
"PY","Paraguay",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93
"PY","Paraguay",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PY","Paraguay",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PY","Paraguay",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PY","Paraguay",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PY","Paraguay",1990,"1990 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,10.9
"PE","Peru",2007,"2007-08 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.6
"PE","Peru",2007,"2007-08 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.7
"PE","Peru",2007,"2007-08 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2007,"2007-08 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2007,"2007-08 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2007,"2007-08 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2007,"2007-08 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.7
"PE","Peru",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.6
"PE","Peru",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.7
"PE","Peru",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.2
"PE","Peru",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,99.2
"PE","Peru",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,99
"PE","Peru",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2011,"2011 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21
"PE","Peru",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,99.1
"PE","Peru",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,99.1
"PE","Peru",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2010,"2010 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.7
"PE","Peru",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.6
"PE","Peru",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.5
"PE","Peru",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2009,"2009 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.9
"PE","Peru",2004,"2004-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.4
"PE","Peru",2004,"2004-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.4
"PE","Peru",2004,"2004-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PE","Peru",2004,"2004-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PE","Peru",2004,"2004-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PE","Peru",2004,"2004-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PE","Peru",2004,"2004-06 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.8
