"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"58859","Rape and Mustardseed","Russian Federation","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58860","Rape and Mustardseed","Pakistan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58865","Rape and Mustardseed","Slovakia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58866","Rape and Mustardseed","Barbados","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58885","Rape and Mustardseed","Norway","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58887","Rape and Mustardseed","Armenia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58920","Rape and Mustardseed","Mauritania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58931","Rape and Mustardseed","Belgium","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58938","Rape and Mustardseed","Jamaica","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58944","Rape and Mustardseed","Finland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58945","Rape and Mustardseed","Libya","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58946","Rape and Mustardseed","Mexico","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58949","Rape and Mustardseed","Hungary","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58952","Rape and Mustardseed","Southern Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58954","Rape and Mustardseed","Philippines","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58975","Rape and Mustardseed","India","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58977","Rape and Mustardseed","Mongolia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58980","Rape and Mustardseed","Japan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58987","Rape and Mustardseed","Kazakhstan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58990","Rape and Mustardseed","French Polynesia","Protein supply quantity (g/capita/day)",1,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",4.25,0.925434271,3.93309565175,0.00345067719427622
"58997","Rape and Mustardseed","Low Income Food Deficit Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58999","Rape and Mustardseed","Haiti","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59008","Rape and Mustardseed","Central African Republic","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59011","Rape and Mustardseed","Saint Lucia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59017","Rape and Mustardseed","New Caledonia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59028","Rape and Mustardseed","Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59037","Rape and Mustardseed","Romania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59061","Rape and Mustardseed","Guinea","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59062","Rape and Mustardseed","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59066","Rape and Mustardseed","Malta","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59067","Rape and Mustardseed","Maldives","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59075","Rape and Mustardseed","South America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59077","Rape and Mustardseed","Malaysia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"59102","Rice (Milled Equivalent)","Trinidad and Tobago","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59103","Rice (Milled Equivalent)","Caribbean","Protein supply quantity (g/capita/day)",10,0.933474074,0.0080277,"rice",42.5,9.33474074,39.672648145,0.006444396729
"59104","Rice (Milled Equivalent)","Bahamas","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59106","Rice (Milled Equivalent)","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",13,0.933474074,0.0080277,"rice",55.25,12.135162962,51.5744425885,0.01089103047201
"59108","Rice (Milled Equivalent)","Congo","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59111","Rice (Milled Equivalent)","Southern Africa","Protein supply quantity (g/capita/day)",3,0.933474074,0.0080277,"rice",12.75,2.800422222,11.9017944435,0.00057999570561
"59119","Rice (Milled Equivalent)","Mozambique","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59121","Rice (Milled Equivalent)","Belgium","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59146","Rice (Milled Equivalent)","Republic of Korea","Protein supply quantity (g/capita/day)",17,0.933474074,0.0080277,"rice",72.25,15.869059258,67.4435018465,0.01862430654681
"59153","Rice (Milled Equivalent)","Rwanda","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59156","Rice (Milled Equivalent)","Mexico","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59166","Rice (Milled Equivalent)","Lesotho","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59168","Rice (Milled Equivalent)","Japan","Protein supply quantity (g/capita/day)",11,0.933474074,0.0080277,"rice",46.75,10.268214814,43.6399129595,0.00779772004209
"59176","Rice (Milled Equivalent)","Finland","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59182","Rice (Milled Equivalent)","Senegal","Protein supply quantity (g/capita/day)",14,0.933474074,0.0080277,"rice",59.5,13.068637036,55.541707403,0.01263101758884
"59185","Rice (Milled Equivalent)","Ethiopia","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59189","Rice (Milled Equivalent)","United States of America","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59192","Rice (Milled Equivalent)","Africa","Protein supply quantity (g/capita/day)",5,0.933474074,0.0080277,"rice",21.25,4.66737037,19.8363240725,0.00161109918225
"59197","Rice (Milled Equivalent)","Lao People's Democratic Republic","Protein supply quantity (g/capita/day)",34,0.933474074,0.0080277,"rice",144.5,31.738118516,134.887003693,0.07449722618724
"59207","Rice (Milled Equivalent)","Morocco","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59211","Rice (Milled Equivalent)","Gabon","Protein supply quantity (g/capita/day)",7,0.933474074,0.0080277,"rice",29.75,6.534318518,27.7708537015,0.00315775439721
"59214","Rice (Milled Equivalent)","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",10,0.933474074,0.0080277,"rice",42.5,9.33474074,39.672648145,0.006444396729
"59217","Rice (Milled Equivalent)","Cameroon","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59226","Rice (Milled Equivalent)","Estonia","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59234","Rice (Milled Equivalent)","Chad","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59236","Rice (Milled Equivalent)","India","Protein supply quantity (g/capita/day)",13,0.933474074,0.0080277,"rice",55.25,12.135162962,51.5744425885,0.01089103047201
"59243","Rice (Milled Equivalent)","Hungary","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59258","Rice (Milled Equivalent)","Sudan (former)","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59259","Rice (Milled Equivalent)","Bulgaria","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59262","Rice (Milled Equivalent)","Sierra Leone","Protein supply quantity (g/capita/day)",17,0.933474074,0.0080277,"rice",72.25,15.869059258,67.4435018465,0.01862430654681
"59265","Rice (Milled Equivalent)","Tajikistan","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59266","Rice (Milled Equivalent)","Melanesia","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59271","Rice (Milled Equivalent)","Chile","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59275","Rice (Milled Equivalent)","China","Protein supply quantity (g/capita/day)",15,0.933474074,0.0080277,"rice",63.75,14.00211111,59.5089722175,0.01449989264025
"59280","Rice (Milled Equivalent)","Grenada","Protein supply quantity (g/capita/day)",3,0.933474074,0.0080277,"rice",12.75,2.800422222,11.9017944435,0.00057999570561
"59284","Rice (Milled Equivalent)","Luxembourg","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59295","Rice (Milled Equivalent)","Dominica","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59297","Rice (Milled Equivalent)","Greece","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59298","Rice (Milled Equivalent)","Fiji","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59311","Rice (Milled Equivalent)","Antigua and Barbuda","Protein supply quantity (g/capita/day)",3,0.933474074,0.0080277,"rice",12.75,2.800422222,11.9017944435,0.00057999570561
"59316","Rice (Milled Equivalent)","Algeria","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59317","Rice (Milled Equivalent)","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",6,0.933474074,0.0080277,"rice",25.5,5.600844444,23.803588887,0.00231998282244
"59322","Rice (Milled Equivalent)","Least Developed Countries","Protein supply quantity (g/capita/day)",13,0.933474074,0.0080277,"rice",55.25,12.135162962,51.5744425885,0.01089103047201
"59323","Rice (Milled Equivalent)","Southern Asia","Protein supply quantity (g/capita/day)",14,0.933474074,0.0080277,"rice",59.5,13.068637036,55.541707403,0.01263101758884
"59328","Rice (Milled Equivalent)","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",5,0.933474074,0.0080277,"rice",21.25,4.66737037,19.8363240725,0.00161109918225
"59332","Rice (Milled Equivalent)","Barbados","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59333","Rice (Milled Equivalent)","Western Africa","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59334","Rice (Milled Equivalent)","Ecuador","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59339","Rice (Milled Equivalent)","Thailand","Protein supply quantity (g/capita/day)",19,0.933474074,0.0080277,"rice",80.75,17.736007406,75.3780314755,0.02326427219169
"59341","Rice (Milled Equivalent)","Albania","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59347","Rice (Milled Equivalent)","Bangladesh","Protein supply quantity (g/capita/day)",32,0.933474074,0.0080277,"rice",136,29.871170368,126.952474064,0.06599062250496
"59354","Rice (Milled Equivalent)","Costa Rica","Protein supply quantity (g/capita/day)",9,0.933474074,0.0080277,"rice",38.25,8.401266666,35.7053833305,0.00521996135049
"59355","Rice (Milled Equivalent)","Philippines","Protein supply quantity (g/capita/day)",20,0.933474074,0.0080277,"rice",85,18.66948148,79.34529629,0.025777586916
"59357","Rice (Milled Equivalent)","Slovakia","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59360","Rice (Milled Equivalent)","Azerbaijan","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59361","Rice (Milled Equivalent)","Malta","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59366","Rice (Milled Equivalent)","Croatia","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59367","Rice (Milled Equivalent)","Iceland","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59372","Rice (Milled Equivalent)","Jordan","Protein supply quantity (g/capita/day)",4,0.933474074,0.0080277,"rice",17,3.733896296,15.869059258,0.00103110347664
"59374","Rice (Milled Equivalent)","South-Eastern Asia","Protein supply quantity (g/capita/day)",24,0.933474074,0.0080277,"rice",102,22.403377776,95.214355548,0.03711972515904
"59388","Rice (Milled Equivalent)","Guatemala","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59389","Rice (Milled Equivalent)","Czech Republic","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59390","Rice (Milled Equivalent)","Europe","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59391","Rice (Milled Equivalent)","Bermuda","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59392","Rice (Milled Equivalent)","Samoa","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59396","Rice (Milled Equivalent)","Cambodia","Protein supply quantity (g/capita/day)",31,0.933474074,0.0080277,"rice",131.75,28.937696294,122.9852092495,0.06193065256569
"59405","Rice (Milled Equivalent)","French Polynesia","Protein supply quantity (g/capita/day)",6,0.933474074,0.0080277,"rice",25.5,5.600844444,23.803588887,0.00231998282244
"59406","Rice (Milled Equivalent)","Central America","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59415","Rice (Milled Equivalent)","Djibouti","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59418","Rice (Milled Equivalent)","Poland","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
"59425","Rice (Milled Equivalent)","Australia","Protein supply quantity (g/capita/day)",2,0.933474074,0.0080277,"rice",8.5,1.866948148,7.934529629,0.00025777586916
"59428","Rice (Milled Equivalent)","Egypt","Protein supply quantity (g/capita/day)",8,0.933474074,0.0080277,"rice",34,7.467792592,31.738118516,0.00412441390656
"59436","Rice (Milled Equivalent)","Central Asia","Protein supply quantity (g/capita/day)",1,0.933474074,0.0080277,"rice",4.25,0.933474074,3.9672648145,6.444396729e-05
"59439","Rice (Milled Equivalent)","Nepal","Protein supply quantity (g/capita/day)",16,0.933474074,0.0080277,"rice",68,14.935585184,63.476237032,0.01649765562624
"59446","Rice (Milled Equivalent)","Liberia","Protein supply quantity (g/capita/day)",18,0.933474074,0.0080277,"rice",76.5,16.802533332,71.410766661,0.02087984540196
"59448","Rice (Milled Equivalent)","Haiti","Protein supply quantity (g/capita/day)",9,0.933474074,0.0080277,"rice",38.25,8.401266666,35.7053833305,0.00521996135049
"59450","Rice (Milled Equivalent)","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0.933474074,0.0080277,"rice",0,0,0,0
