"","AreaName","ElementName","ItemName","Value"
"63999","Bulgaria","Food supply (kcal/capita/day)","Soyabean Oil",37
"64003","Luxembourg","Food supply (kcal/capita/day)","Soyabean Oil",16
"64008","Australia","Food supply (kcal/capita/day)","Soyabean Oil",37
"64012","Antigua and Barbuda","Food supply (kcal/capita/day)","Soyabean Oil",97
"64016","Madagascar","Food supply (kcal/capita/day)","Soyabean Oil",24
"64025","Angola","Food supply (kcal/capita/day)","Soyabean Oil",87
"64028","Northern Africa","Food supply (kcal/capita/day)","Soyabean Oil",95
"64031","Eastern Asia","Food supply (kcal/capita/day)","Soyabean Oil",63
"64036","Algeria","Food supply (kcal/capita/day)","Soyabean Oil",190
"64042","Denmark","Food supply (kcal/capita/day)","Soyabean Oil",47
"64046","Brazil","Food supply (kcal/capita/day)","Soyabean Oil",328
"64047","Bangladesh","Food supply (kcal/capita/day)","Soyabean Oil",53
"64051","Sao Tome and Principe","Food supply (kcal/capita/day)","Soyabean Oil",29
"64064","El Salvador","Food supply (kcal/capita/day)","Soyabean Oil",68
"64073","Nepal","Food supply (kcal/capita/day)","Soyabean Oil",104
"64074","Barbados","Food supply (kcal/capita/day)","Soyabean Oil",266
"64084","Spain","Food supply (kcal/capita/day)","Soyabean Oil",133
"64091","Switzerland","Food supply (kcal/capita/day)","Soyabean Oil",28
"64103","Malaysia","Food supply (kcal/capita/day)","Soyabean Oil",44
"64106","United Arab Emirates","Food supply (kcal/capita/day)","Soyabean Oil",146
"64115","Armenia","Food supply (kcal/capita/day)","Soyabean Oil",5
"64117","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Soyabean Oil",82
"64121","Iceland","Food supply (kcal/capita/day)","Soyabean Oil",122
"64127","Gabon","Food supply (kcal/capita/day)","Soyabean Oil",27
"64134","Austria","Food supply (kcal/capita/day)","Soyabean Oil",37
"64138","Africa","Food supply (kcal/capita/day)","Soyabean Oil",36
"64144","Azerbaijan","Food supply (kcal/capita/day)","Soyabean Oil",10
"64146","Maldives","Food supply (kcal/capita/day)","Soyabean Oil",19
"64150","Guyana","Food supply (kcal/capita/day)","Soyabean Oil",11
"64151","Slovenia","Food supply (kcal/capita/day)","Soyabean Oil",181
"64156","Land Locked Developing Countries","Food supply (kcal/capita/day)","Soyabean Oil",21
"64168","Sweden","Food supply (kcal/capita/day)","Soyabean Oil",14
"64172","Bahamas","Food supply (kcal/capita/day)","Soyabean Oil",10
"64175","Micronesia","Food supply (kcal/capita/day)","Soyabean Oil",0
"64183","Netherlands","Food supply (kcal/capita/day)","Soyabean Oil",109
"64184","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Soyabean Oil",31
"64187","Southern Asia","Food supply (kcal/capita/day)","Soyabean Oil",40
"64189","Republic of Moldova","Food supply (kcal/capita/day)","Soyabean Oil",7
"64196","Indonesia","Food supply (kcal/capita/day)","Soyabean Oil",45
"64197","Gambia","Food supply (kcal/capita/day)","Soyabean Oil",3
"64203","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Soyabean Oil",27
"64207","Namibia","Food supply (kcal/capita/day)","Soyabean Oil",2
"64208","Botswana","Food supply (kcal/capita/day)","Soyabean Oil",1
"64210","Hungary","Food supply (kcal/capita/day)","Soyabean Oil",37
"64212","Swaziland","Food supply (kcal/capita/day)","Soyabean Oil",2
"64213","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Soyabean Oil",4
"64219","China, mainland","Food supply (kcal/capita/day)","Soyabean Oil",48
"64233","Russian Federation","Food supply (kcal/capita/day)","Soyabean Oil",16
"64236","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Soyabean Oil",67
"64238","Oceania","Food supply (kcal/capita/day)","Soyabean Oil",41
"64249","Zimbabwe","Food supply (kcal/capita/day)","Soyabean Oil",69
"64251","Thailand","Food supply (kcal/capita/day)","Soyabean Oil",94
"64259","Afghanistan","Food supply (kcal/capita/day)","Soyabean Oil",13
"64261","Suriname","Food supply (kcal/capita/day)","Soyabean Oil",266
"64266","South America","Food supply (kcal/capita/day)","Soyabean Oil",225
"64267","South-Eastern Asia","Food supply (kcal/capita/day)","Soyabean Oil",38
"64270","Costa Rica","Food supply (kcal/capita/day)","Soyabean Oil",159
"64273","Small Island Developing States","Food supply (kcal/capita/day)","Soyabean Oil",152
"64277","Uganda","Food supply (kcal/capita/day)","Soyabean Oil",17
"64279","Caribbean","Food supply (kcal/capita/day)","Soyabean Oil",169
"64280","Mongolia","Food supply (kcal/capita/day)","Soyabean Oil",65
"64286","Southern Africa","Food supply (kcal/capita/day)","Soyabean Oil",109
"64290","Somalia","Food supply (kcal/capita/day)","Soyabean Oil",4
"64299","Nicaragua","Food supply (kcal/capita/day)","Soyabean Oil",91
"64314","French Polynesia","Food supply (kcal/capita/day)","Soyabean Oil",26
"64315","Fiji","Food supply (kcal/capita/day)","Soyabean Oil",123
"64316","Morocco","Food supply (kcal/capita/day)","Soyabean Oil",144
"64317","Zambia","Food supply (kcal/capita/day)","Soyabean Oil",28
"64318","Portugal","Food supply (kcal/capita/day)","Soyabean Oil",89
"64319","Sierra Leone","Food supply (kcal/capita/day)","Soyabean Oil",5
"64321","Poland","Food supply (kcal/capita/day)","Soyabean Oil",41
"64331","Eastern Africa","Food supply (kcal/capita/day)","Soyabean Oil",14
"64335","Central Asia","Food supply (kcal/capita/day)","Soyabean Oil",7
"64343","Malta","Food supply (kcal/capita/day)","Soyabean Oil",57
"64350","Albania","Food supply (kcal/capita/day)","Soyabean Oil",1
"64351","Trinidad and Tobago","Food supply (kcal/capita/day)","Soyabean Oil",190
"64372","France","Food supply (kcal/capita/day)","Soyabean Oil",97
"64375","Kyrgyzstan","Food supply (kcal/capita/day)","Soyabean Oil",6
"64388","Mali","Food supply (kcal/capita/day)","Soyabean Oil",0
"64389","Mauritania","Food supply (kcal/capita/day)","Soyabean Oil",137
"64390","United States of America","Food supply (kcal/capita/day)","Soyabean Oil",527
"64394","Southern Europe","Food supply (kcal/capita/day)","Soyabean Oil",129
"64395","Serbia and Montenegro","Food supply (kcal/capita/day)","Soyabean Oil",98
"64397","Vanuatu","Food supply (kcal/capita/day)","Soyabean Oil",0
"64400","Belize","Food supply (kcal/capita/day)","Soyabean Oil",32
"64401","Belarus","Food supply (kcal/capita/day)","Soyabean Oil",40
"64410","Northern America","Food supply (kcal/capita/day)","Soyabean Oil",486
"64411","Melanesia","Food supply (kcal/capita/day)","Soyabean Oil",59
"64416","Turkmenistan","Food supply (kcal/capita/day)","Soyabean Oil",7
"64418","Finland","Food supply (kcal/capita/day)","Soyabean Oil",0
"64419","Latvia","Food supply (kcal/capita/day)","Soyabean Oil",139
"64424","New Caledonia","Food supply (kcal/capita/day)","Soyabean Oil",22
"64425","Senegal","Food supply (kcal/capita/day)","Soyabean Oil",47
"64431","Estonia","Food supply (kcal/capita/day)","Soyabean Oil",39
"64440","Togo","Food supply (kcal/capita/day)","Soyabean Oil",6
"64442","Central African Republic","Food supply (kcal/capita/day)","Soyabean Oil",2
"64446","Lebanon","Food supply (kcal/capita/day)","Soyabean Oil",193
"64448","Niger","Food supply (kcal/capita/day)","Soyabean Oil",1
"64450","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Soyabean Oil",244
"64451","Americas","Food supply (kcal/capita/day)","Soyabean Oil",302
"64456","Croatia","Food supply (kcal/capita/day)","Soyabean Oil",71
"64457","Honduras","Food supply (kcal/capita/day)","Soyabean Oil",15
"64475","Ireland","Food supply (kcal/capita/day)","Soyabean Oil",72
"64485","Tunisia","Food supply (kcal/capita/day)","Soyabean Oil",241
"64486","Cyprus","Food supply (kcal/capita/day)","Soyabean Oil",81
"64488","Montenegro","Food supply (kcal/capita/day)","Soyabean Oil",0
"64489","Haiti","Food supply (kcal/capita/day)","Soyabean Oil",124
"64490","China, Hong Kong SAR","Food supply (kcal/capita/day)","Soyabean Oil",136
"64492","Guatemala","Food supply (kcal/capita/day)","Soyabean Oil",109
"64498","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Soyabean Oil",2
"64500","Paraguay","Food supply (kcal/capita/day)","Soyabean Oil",230
"64507","Solomon Islands","Food supply (kcal/capita/day)","Soyabean Oil",0
"64508","Dominica","Food supply (kcal/capita/day)","Soyabean Oil",50
"64511","Ghana","Food supply (kcal/capita/day)","Soyabean Oil",4
"64512","Australia & New Zealand","Food supply (kcal/capita/day)","Soyabean Oil",41
"64513","Egypt","Food supply (kcal/capita/day)","Soyabean Oil",68
"64514","Jamaica","Food supply (kcal/capita/day)","Soyabean Oil",143
"64515","Pakistan","Food supply (kcal/capita/day)","Soyabean Oil",5
"64523","Brunei Darussalam","Food supply (kcal/capita/day)","Soyabean Oil",3
"64527","Uzbekistan","Food supply (kcal/capita/day)","Soyabean Oil",5
"64531","Viet Nam","Food supply (kcal/capita/day)","Soyabean Oil",30
"64533","United Republic of Tanzania","Food supply (kcal/capita/day)","Soyabean Oil",8
"64535","Saudi Arabia","Food supply (kcal/capita/day)","Soyabean Oil",23
"64537","Panama","Food supply (kcal/capita/day)","Soyabean Oil",199
"64541","Ecuador","Food supply (kcal/capita/day)","Soyabean Oil",126
"64548","Iraq","Food supply (kcal/capita/day)","Soyabean Oil",62
"64550","Cabo Verde","Food supply (kcal/capita/day)","Soyabean Oil",104
"64554","Cambodia","Food supply (kcal/capita/day)","Soyabean Oil",18
"64557","China","Food supply (kcal/capita/day)","Soyabean Oil",55
"64558","South Africa","Food supply (kcal/capita/day)","Soyabean Oil",124
"64559","Sri Lanka","Food supply (kcal/capita/day)","Soyabean Oil",1
"64572","Uruguay","Food supply (kcal/capita/day)","Soyabean Oil",97
"64574","Myanmar","Food supply (kcal/capita/day)","Soyabean Oil",17
"64583","Slovakia","Food supply (kcal/capita/day)","Soyabean Oil",39
"64586","Kiribati","Food supply (kcal/capita/day)","Soyabean Oil",0
"64587","Romania","Food supply (kcal/capita/day)","Soyabean Oil",14
"64595","India","Food supply (kcal/capita/day)","Soyabean Oil",36
"64596","Belgium","Food supply (kcal/capita/day)","Soyabean Oil",121
"64597","Serbia","Food supply (kcal/capita/day)","Soyabean Oil",5
"64603","Czech Republic","Food supply (kcal/capita/day)","Soyabean Oil",45
"64604","Cuba","Food supply (kcal/capita/day)","Soyabean Oil",168
"64609","Eastern Europe","Food supply (kcal/capita/day)","Soyabean Oil",22
"64615","Tajikistan","Food supply (kcal/capita/day)","Soyabean Oil",18
"64616","United Kingdom","Food supply (kcal/capita/day)","Soyabean Oil",107
"64619","Guinea","Food supply (kcal/capita/day)","Soyabean Oil",11
"64626","Kazakhstan","Food supply (kcal/capita/day)","Soyabean Oil",6
"64627","Ukraine","Food supply (kcal/capita/day)","Soyabean Oil",11
"64631","Georgia","Food supply (kcal/capita/day)","Soyabean Oil",0
"64633","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Soyabean Oil",39
"64636","Guinea-Bissau","Food supply (kcal/capita/day)","Soyabean Oil",38
"64637","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Soyabean Oil",117
"64641","Japan","Food supply (kcal/capita/day)","Soyabean Oil",87
"64643","Philippines","Food supply (kcal/capita/day)","Soyabean Oil",6
"64649","Lithuania","Food supply (kcal/capita/day)","Soyabean Oil",72
"64659","Western Asia","Food supply (kcal/capita/day)","Soyabeans",3
"64662","Russian Federation","Food supply (kcal/capita/day)","Soyabeans",0
"64669","Northern Europe","Food supply (kcal/capita/day)","Soyabeans",0
"64671","Timor-Leste","Food supply (kcal/capita/day)","Soyabeans",8
"64680","Africa","Food supply (kcal/capita/day)","Soyabeans",9
"64684","Cabo Verde","Food supply (kcal/capita/day)","Soyabeans",0
"64686","Turkey","Food supply (kcal/capita/day)","Soyabeans",2
"64695","World","Food supply (kcal/capita/day)","Soyabeans",13
"64697","Georgia","Food supply (kcal/capita/day)","Soyabeans",0
"64703","Central America","Food supply (kcal/capita/day)","Soyabeans",2
"64705","Mauritius","Food supply (kcal/capita/day)","Soyabeans",1
"64709","Colombia","Food supply (kcal/capita/day)","Soyabeans",1
"64710","Greece","Food supply (kcal/capita/day)","Soyabeans",0
"64721","Switzerland","Food supply (kcal/capita/day)","Soyabeans",1
"64722","Benin","Food supply (kcal/capita/day)","Soyabeans",0
"64723","Grenada","Food supply (kcal/capita/day)","Soyabeans",0
"64724","Dominica","Food supply (kcal/capita/day)","Soyabeans",0
"64731","Algeria","Food supply (kcal/capita/day)","Soyabeans",0
"64732","Least Developed Countries","Food supply (kcal/capita/day)","Soyabeans",6
"64734","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Soyabeans",0
"64735","Kuwait","Food supply (kcal/capita/day)","Soyabeans",0
"64737","Latvia","Food supply (kcal/capita/day)","Soyabeans",0
"64745","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Soyabeans",0
"64746","Cyprus","Food supply (kcal/capita/day)","Soyabeans",0
"64749","Madagascar","Food supply (kcal/capita/day)","Soyabeans",0
"64757","Serbia","Food supply (kcal/capita/day)","Soyabeans",0
"64758","Malaysia","Food supply (kcal/capita/day)","Soyabeans",0
"64759","Nepal","Food supply (kcal/capita/day)","Soyabeans",0
"64764","Romania","Food supply (kcal/capita/day)","Soyabeans",0
"64765","Chile","Food supply (kcal/capita/day)","Soyabeans",0
"64771","Southern Asia","Food supply (kcal/capita/day)","Soyabeans",1
"64787","Europe","Food supply (kcal/capita/day)","Soyabeans",1
"64789","Asia","Food supply (kcal/capita/day)","Soyabeans",18
"64792","New Zealand","Food supply (kcal/capita/day)","Soyabeans",2
"64799","Guyana","Food supply (kcal/capita/day)","Soyabeans",4
"64816","Middle Africa","Food supply (kcal/capita/day)","Soyabeans",2
"64820","Malawi","Food supply (kcal/capita/day)","Soyabeans",15
"64822","Bangladesh","Food supply (kcal/capita/day)","Soyabeans",11
"64824","Paraguay","Food supply (kcal/capita/day)","Soyabeans",0
"64826","Syrian Arab Republic","Food supply (kcal/capita/day)","Soyabeans",20
"64830","Brunei Darussalam","Food supply (kcal/capita/day)","Soyabeans",24
"64833","Vanuatu","Food supply (kcal/capita/day)","Soyabeans",0
"64834","Luxembourg","Food supply (kcal/capita/day)","Soyabeans",0
"64836","Caribbean","Food supply (kcal/capita/day)","Soyabeans",16
"64844","Azerbaijan","Food supply (kcal/capita/day)","Soyabeans",0
"64845","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Soyabeans",5
"64849","Canada","Food supply (kcal/capita/day)","Soyabeans",7
"64854","China","Food supply (kcal/capita/day)","Soyabeans",37
"64855","Cameroon","Food supply (kcal/capita/day)","Soyabeans",6
"64868","Angola","Food supply (kcal/capita/day)","Soyabeans",0
"64869","Philippines","Food supply (kcal/capita/day)","Soyabeans",0
"64890","Sudan (former)","Food supply (kcal/capita/day)","Soyabeans",0
"64897","China, Taiwan Province of","Food supply (kcal/capita/day)","Soyabeans",99
"64900","Polynesia","Food supply (kcal/capita/day)","Soyabeans",3
"64901","Peru","Food supply (kcal/capita/day)","Soyabeans",17
"64911","Micronesia","Food supply (kcal/capita/day)","Soyabeans",3
"64922","Israel","Food supply (kcal/capita/day)","Soyabeans",0
"64923","Estonia","Food supply (kcal/capita/day)","Soyabeans",0
"64926","European Union","Food supply (kcal/capita/day)","Soyabeans",1
"64939","Nigeria","Food supply (kcal/capita/day)","Soyabeans",27
"64941","Northern Africa","Food supply (kcal/capita/day)","Soyabeans",5
"64949","Japan","Food supply (kcal/capita/day)","Soyabeans",87
"64952","Melanesia","Food supply (kcal/capita/day)","Soyabeans",1
"64954","South America","Food supply (kcal/capita/day)","Soyabeans",11
"64960","Slovakia","Food supply (kcal/capita/day)","Soyabeans",0
"64967","Land Locked Developing Countries","Food supply (kcal/capita/day)","Soyabeans",6
"64976","Pakistan","Food supply (kcal/capita/day)","Soyabeans",0
"64977","Jordan","Food supply (kcal/capita/day)","Soyabeans",0
"64978","Kenya","Food supply (kcal/capita/day)","Soyabeans",2
"64981","Western Europe","Food supply (kcal/capita/day)","Soyabeans",3
"64984","Republic of Moldova","Food supply (kcal/capita/day)","Soyabeans",0
"64987","United States of America","Food supply (kcal/capita/day)","Soyabeans",0
"64988","Sri Lanka","Food supply (kcal/capita/day)","Soyabeans",0
"65003","Zambia","Food supply (kcal/capita/day)","Soyabeans",49
"65006","Senegal","Food supply (kcal/capita/day)","Soyabeans",4
"65015","United Arab Emirates","Food supply (kcal/capita/day)","Soyabeans",0
"65018","Germany","Food supply (kcal/capita/day)","Soyabeans",6
"65022","Argentina","Food supply (kcal/capita/day)","Soyabeans",0
"65025","Norway","Food supply (kcal/capita/day)","Soyabeans",0
